Name,Team,Position,Games,Targets,Receptions,Percentage,Yards,Touchdowns,Long,Yards_per_target,Yards_per_reception,Attempts,Rushing_yards,Average_rushing_yards,Rushing_touchdown,Fumbles,Lost_yards,Fantasy_points_per_game,Fantasy_points,Year
Cam Sims,WAS,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Janarion Grant,BAL,WR,2,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,2,0,0.0,0.0,2018
Bradley Marquez,DET,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Pharoh Cooper,ARI,WR,7,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,1,0,0.0,0.0,2018
Mike Thomas,LAR,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Geremy Davis,LAC,WR,14,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Keenan Reynolds,SEA,WR,2,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Brandon Tate,NO,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,1,0,0.0,0.0,2018
Cayleb Jones,MIN,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Quadree Henderson,NYG,WR,5,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Da'Mari Scott,BUF,WR,3,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Tony Lippett,NYG,WR,3,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Lance Lenoir,DAL,WR,7,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Trevor Davis,GB,WR,2,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Saeed Blacknall,LV,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Johnny Holton,LV,WR,1,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Isaiah Ford,MIA,WR,1,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Chris Lacy,DET,WR,1,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Steven Dunbar,SF,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
J'Mon Moore,GB,WR,12,3,2,66.7,15,0,10,5.0,7.5,0,0,0.0,0,1,1,0.0,-0.5,2018
Rod Streater,CLE,WR,3,0,0,0.0,0,0,0,0.0,0.0,1,-11,-11.0,0,0,0,-0.4,-1.1,2018
JJ Jones,NYJ,WR,4,1,1,100.0,3,0,3,3.0,3.0,1,0,0.0,0,2,1,-0.4,-1.7,2018
Kaelin Clay,NYG,WR,2,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,1,1,-1.0,-2.0,2018
Riley McCarron,NE,WR,1,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,1,1,-2.0,-2.0,2018
JoJo Natson,LAR,WR,13,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,2,1,-0.2,-2.0,2018
